,nbti,like,think,people,one,know,really,would,thing,time,get,link,feel,type,make,much,well,say,friend,love,way,want,good,see,something,also,lot,go,even,always,life,someone,could,never,though,year,find,thought,need,infp,actually,extraverted
7552,INTJ,4,1,6,4,1,2,1,3,3,3,4,4,0,3,1,4,3,0,2,6,2,1,10,1,0,0,3,0,3,1,1,0,3,1,2,2,0,2,0,1,introverted
7553,ESTP,10,16,5,13,5,4,2,8,6,6,1,2,3,1,4,5,1,3,3,6,1,2,6,2,3,1,9,6,4,1,0,2,0,8,0,1,4,0,0,1,extraverted
7554,ISFP,6,3,3,6,2,8,1,2,1,5,1,1,9,7,4,0,2,6,3,1,0,3,0,1,1,1,7,4,1,2,3,2,1,3,0,2,1,0,2,3,introverted
7555,ENTP,4,4,7,17,9,4,3,9,7,14,4,3,1,5,2,1,10,4,3,5,2,1,3,4,3,3,16,2,1,0,1,3,0,5,1,0,4,0,5,3,extraverted
7556,INTP,15,15,7,20,3,0,7,10,2,11,3,0,3,5,3,7,4,2,4,4,1,3,2,0,4,0,15,2,0,3,4,3,2,5,1,4,4,1,1,2,introverted
7557,INTJ,19,14,3,18,4,6,6,6,4,1,4,3,6,2,6,3,3,0,2,6,1,0,8,0,9,1,5,1,1,0,2,1,0,7,0,3,2,5,0,6,introverted
7558,ENFJ,12,11,4,6,5,3,3,8,3,4,15,7,3,5,4,0,3,2,7,7,11,3,10,4,4,3,13,0,6,0,0,5,0,3,1,0,3,1,6,1,extraverted
7559,ISFJ,10,24,5,22,9,7,6,31,11,8,1,9,13,5,3,7,4,9,0,15,2,6,5,5,3,6,18,6,10,3,1,0,5,4,1,2,0,1,0,2,introverted
7560,INFP,14,5,5,15,2,13,5,12,10,5,4,14,2,1,3,3,3,9,4,9,10,4,3,4,7,4,22,7,3,8,0,5,9,4,7,4,0,0,5,4,introverted
7561,INFJ,11,4,7,11,5,3,6,13,2,4,0,6,1,1,4,2,5,8,2,6,1,0,13,6,4,1,12,1,1,5,2,2,0,5,0,2,4,0,0,1,introverted
7562,INFJ,9,9,7,11,4,4,7,14,4,4,0,7,5,4,3,2,2,6,1,6,1,2,9,3,1,1,9,0,1,0,2,3,0,4,0,3,2,3,0,2,introverted
7563,INFJ,10,8,8,23,14,5,5,12,6,5,2,11,0,3,9,2,3,7,7,6,3,1,4,4,2,5,5,5,1,5,6,5,6,6,2,3,3,2,0,0,introverted
7564,INFP,8,5,2,17,3,7,6,7,3,2,1,0,3,1,1,2,6,4,4,6,1,0,8,0,7,1,11,1,2,0,1,1,0,4,0,3,0,2,9,3,introverted
7565,INTP,11,5,8,13,7,15,6,7,11,10,2,4,1,6,2,5,8,4,4,10,3,1,5,2,2,5,17,1,6,0,2,0,1,4,1,1,1,1,0,3,introverted
7566,ISFP,5,7,1,2,1,1,3,1,2,4,9,1,8,1,1,4,3,1,0,1,3,2,10,0,1,0,12,1,0,3,0,1,0,0,1,1,0,2,0,0,introverted
7567,ENFP,9,10,4,14,5,3,10,13,2,6,2,3,3,3,2,3,8,4,4,12,0,2,5,3,1,4,14,1,4,1,2,3,2,9,1,4,1,0,5,1,extraverted
7568,INFJ,7,3,8,5,5,2,4,8,10,7,6,5,11,1,4,5,3,3,1,2,1,2,5,2,3,4,6,5,1,4,0,1,0,3,2,1,1,2,0,0,introverted
7569,INFP,3,2,3,7,3,4,5,4,6,3,3,0,0,2,2,0,2,1,3,2,2,0,1,0,1,1,9,0,2,2,1,0,3,2,2,2,2,1,3,1,introverted
7570,ENTJ,13,12,7,9,5,5,2,15,5,5,1,7,9,8,4,3,1,5,1,7,2,1,9,2,3,11,5,5,0,1,0,6,4,6,2,2,2,0,5,3,extraverted
7571,INFP,12,8,12,11,5,7,2,18,3,3,2,10,1,5,1,4,3,3,5,6,5,2,3,4,2,3,13,2,0,1,3,1,6,0,1,4,0,2,4,1,introverted
7572,INFP,6,2,3,8,5,2,4,8,7,6,3,3,1,5,5,1,3,3,7,5,2,1,4,1,1,0,11,8,5,2,1,2,2,4,3,0,2,1,0,1,introverted
7573,INFP,8,5,3,10,5,3,3,5,3,4,1,5,6,0,7,2,0,0,0,2,0,1,5,0,3,1,8,1,1,1,2,2,0,2,0,2,0,3,5,3,introverted
7574,ISFJ,3,2,0,6,1,6,0,2,1,1,40,1,0,0,2,0,0,0,2,1,3,0,1,0,1,1,0,1,0,0,1,0,0,3,0,0,1,0,0,0,introverted
7575,INTJ,1,10,5,2,1,1,1,2,1,3,8,1,17,1,0,0,6,0,0,3,0,1,2,1,2,0,5,0,1,0,0,1,1,2,0,0,2,0,0,0,introverted
7576,ISTP,3,4,2,9,0,4,1,9,3,4,9,2,1,3,3,1,1,0,0,3,1,3,2,3,1,1,18,2,1,3,2,1,2,5,2,1,0,4,0,2,introverted
7577,ENFJ,4,11,12,13,4,8,7,15,3,8,0,3,6,4,3,3,2,2,4,1,4,0,10,4,5,3,7,1,0,6,6,4,5,6,1,1,5,1,4,4,extraverted
7578,INTJ,5,8,1,8,0,2,4,2,2,4,0,9,1,0,1,1,1,1,5,3,2,0,3,0,3,3,1,4,1,0,2,1,3,1,2,2,1,2,4,1,introverted
7579,ENTJ,9,8,7,17,6,5,3,13,4,9,0,5,1,6,4,4,7,4,3,8,3,3,3,5,0,4,12,7,3,4,4,0,3,3,3,1,1,1,1,1,extraverted
7580,INTP,5,4,0,12,2,2,4,15,2,6,3,2,3,0,1,4,3,3,0,4,1,3,8,4,2,0,9,1,2,0,1,2,4,6,2,0,5,1,0,3,introverted
7581,ISFJ,6,7,3,5,9,4,7,5,7,5,0,7,0,0,3,1,2,5,5,1,3,0,5,1,1,3,8,4,0,1,1,0,1,4,5,3,3,5,0,0,introverted
7582,INFP,4,15,8,12,10,4,2,20,8,10,2,13,2,3,2,8,6,1,3,7,5,5,5,5,6,3,19,2,1,4,3,0,3,5,4,5,4,3,4,1,introverted
7583,INFP,7,11,10,14,7,6,3,9,6,5,5,7,7,1,6,4,3,4,11,3,4,0,8,3,2,2,11,5,1,1,2,1,3,5,1,3,2,1,2,0,introverted
7584,INTP,8,6,6,11,5,6,3,6,6,2,1,1,3,4,1,0,3,7,3,7,1,1,1,0,2,5,10,4,5,1,0,2,0,3,0,1,1,2,2,5,introverted
7585,INFP,8,6,6,10,3,4,3,6,5,3,21,8,1,3,3,0,1,4,4,5,7,0,4,0,5,2,4,3,0,3,1,0,1,0,2,3,0,3,1,1,introverted
7586,INFJ,4,3,2,7,1,2,6,3,2,2,7,9,2,0,3,0,1,10,3,4,7,3,3,0,2,4,7,1,0,0,1,0,1,6,2,1,2,2,1,0,introverted
7587,INTP,7,18,11,11,5,2,4,6,6,5,2,1,4,5,7,3,1,11,3,7,1,4,6,1,2,4,14,1,3,2,3,3,4,2,1,2,2,1,1,3,introverted
7588,INTJ,13,9,8,12,7,3,5,15,15,8,2,4,0,2,1,0,4,0,5,9,0,2,4,4,4,0,11,3,4,4,0,1,5,8,0,2,3,3,0,2,introverted
7589,ENFP,22,15,16,19,11,7,5,21,6,13,0,9,7,4,8,3,5,2,2,9,3,3,7,2,0,3,14,2,4,0,8,4,2,1,1,4,0,4,0,5,extraverted
7590,INTJ,10,5,7,11,4,3,5,13,5,8,8,8,6,1,4,0,7,2,3,2,4,2,6,4,3,0,15,3,1,0,4,2,1,1,3,1,0,0,2,1,introverted
7591,INFP,15,32,9,11,5,5,8,7,11,8,1,6,10,5,7,4,1,3,6,4,3,0,6,3,1,8,16,1,0,1,1,1,0,7,4,3,4,2,6,1,introverted
7592,INTJ,10,7,9,5,4,4,2,9,6,7,0,6,1,4,4,3,5,6,1,13,2,4,5,2,2,0,10,1,7,1,1,2,1,2,0,2,0,4,0,2,introverted
7593,INFJ,6,5,12,14,5,5,5,17,2,9,2,5,3,2,5,3,0,2,0,6,3,2,5,2,4,4,7,1,3,6,2,3,6,4,2,2,1,0,0,1,introverted
7594,INFJ,5,6,3,6,2,2,3,9,4,7,2,2,1,3,4,3,3,2,3,10,1,7,4,2,0,6,11,1,3,2,0,1,1,6,2,1,3,2,1,0,introverted
7595,ISTP,7,1,3,10,8,2,7,12,6,7,21,3,4,2,8,1,7,3,0,7,3,0,6,6,3,4,8,4,2,4,2,1,2,2,5,1,1,0,0,1,introverted
7596,INFP,8,6,6,8,3,5,6,2,1,3,3,1,8,2,1,1,1,0,0,3,4,0,5,0,3,3,7,5,0,1,2,1,3,3,2,0,2,0,10,1,introverted
7597,INFP,2,2,2,7,0,2,0,5,1,6,2,2,0,0,1,0,2,1,6,5,0,4,1,1,0,1,13,0,2,4,0,1,0,1,0,1,0,0,0,0,introverted
7598,INTJ,8,6,1,10,2,3,5,9,4,7,6,0,4,2,3,1,3,1,2,3,5,2,7,2,3,1,8,4,0,4,2,1,0,2,1,1,0,1,5,3,introverted
7599,INTP,3,4,6,7,5,3,5,5,4,7,5,2,4,1,2,2,5,1,0,6,5,1,3,1,0,1,7,3,1,1,1,3,0,3,0,2,1,2,2,3,introverted
7600,INFJ,8,13,1,13,14,13,2,13,3,2,0,4,6,6,1,9,10,7,6,11,3,3,8,2,2,7,11,5,3,1,0,4,1,7,2,1,3,3,5,4,introverted
7601,INFJ,7,10,13,6,2,3,5,5,1,7,0,2,9,0,4,2,4,2,3,2,2,3,5,3,2,1,13,2,2,5,0,2,1,3,0,0,1,2,4,2,introverted
7602,INTJ,12,12,3,9,2,2,7,6,3,1,13,7,5,1,2,1,0,3,2,4,2,1,6,2,5,1,5,1,0,1,2,1,0,2,0,1,1,1,0,0,introverted
7603,INTP,4,6,6,8,4,1,0,11,3,1,1,5,4,4,3,4,6,0,1,6,6,3,9,3,1,1,11,1,1,1,2,4,0,5,0,2,3,0,2,5,introverted
7604,ENTP,7,6,7,13,7,4,3,10,5,4,0,3,4,5,4,1,2,3,4,3,2,6,3,1,0,1,23,4,1,5,4,2,0,11,2,5,3,0,0,0,extraverted
7605,ENTP,17,8,8,12,6,3,2,13,2,10,3,1,3,7,4,8,4,3,1,8,2,3,6,4,2,5,17,4,1,1,2,2,2,4,4,0,4,4,0,5,extraverted
7606,ENFJ,5,10,8,11,25,4,2,7,9,3,0,7,6,1,2,3,9,3,9,4,5,1,8,1,0,4,5,5,2,2,2,2,1,8,0,1,2,3,4,0,extraverted
7607,INFP,7,7,6,14,2,4,8,2,6,4,1,1,0,3,3,1,6,0,4,4,4,4,3,0,3,2,12,3,2,0,1,1,3,10,1,3,4,1,2,4,introverted
7608,INTP,5,10,4,6,3,5,3,4,1,3,2,2,6,0,3,3,1,1,0,3,2,2,8,2,1,0,8,3,1,1,1,2,2,10,1,0,1,0,1,0,introverted
7609,INTJ,13,23,6,8,10,3,11,3,8,3,0,5,6,1,1,4,5,2,1,8,5,1,6,2,1,1,14,0,2,2,1,6,2,2,3,5,1,2,2,0,introverted
7610,INTP,7,3,4,18,2,3,3,4,3,6,9,0,0,10,3,0,2,2,2,0,4,4,5,1,4,1,21,2,0,4,0,0,2,2,1,9,1,1,0,1,introverted
7611,INFJ,7,8,6,12,3,1,2,9,6,6,15,1,0,1,1,0,4,3,1,7,3,0,2,1,3,2,7,1,3,0,4,1,1,1,1,4,0,0,0,1,introverted
7612,ISFJ,12,6,8,9,5,3,2,8,5,10,0,6,7,0,2,8,2,9,5,5,5,11,6,0,2,4,22,1,2,2,1,5,3,11,4,1,3,4,0,0,introverted
7613,INFJ,9,10,5,12,10,5,8,15,5,9,0,9,3,4,1,4,7,4,10,6,5,2,6,5,1,3,11,3,1,0,4,3,0,4,2,0,2,1,3,2,introverted
7614,INFP,5,7,9,14,3,3,3,9,4,7,0,5,3,4,3,1,7,6,2,11,4,2,4,1,1,3,11,2,5,0,1,2,3,3,1,2,2,1,11,0,introverted
7615,INFJ,8,9,9,14,9,5,5,17,7,7,8,7,2,8,3,5,6,1,3,13,14,5,8,5,2,2,13,4,7,4,3,4,6,6,2,2,3,4,0,1,introverted
7616,INFP,13,6,7,25,8,7,3,9,5,5,1,2,4,4,5,0,5,17,4,8,2,3,5,1,0,3,9,3,6,1,3,2,5,7,4,1,2,2,7,0,introverted
7617,INTP,4,8,4,9,2,2,0,4,1,1,3,0,2,0,0,4,2,0,0,5,0,3,4,2,3,0,8,1,1,0,2,1,3,2,4,1,2,0,0,3,introverted
7618,INFP,1,2,0,5,0,3,0,2,2,0,28,0,0,1,1,2,1,4,0,0,1,2,1,0,1,1,5,0,0,0,0,0,1,0,1,0,0,0,0,0,introverted
7619,ISTJ,12,3,0,15,0,11,1,11,7,2,3,2,4,1,4,2,1,3,2,6,3,5,8,1,3,2,9,2,4,2,2,2,2,3,0,1,2,1,0,1,introverted
7620,ENTP,1,1,5,9,5,3,2,6,5,0,1,0,1,2,2,4,4,8,2,2,2,1,3,0,0,0,8,1,0,4,2,3,0,6,0,1,4,1,1,1,extraverted
7621,INTP,18,14,5,11,5,6,3,23,7,4,3,10,4,3,5,5,5,1,4,6,12,6,8,12,1,4,16,3,0,3,2,6,2,3,1,0,2,8,0,1,introverted
7622,INFJ,5,10,14,13,5,3,4,13,1,6,0,2,11,3,2,6,6,1,1,5,6,1,9,0,0,3,8,4,1,1,3,3,0,2,0,3,1,1,2,3,introverted
7623,INFJ,12,2,7,12,3,2,3,10,4,10,8,6,3,2,3,4,4,3,2,9,4,0,5,3,2,2,10,2,6,0,2,1,2,2,4,2,0,1,1,1,introverted
7624,ISTJ,2,2,0,3,1,3,0,0,2,0,20,0,0,1,3,4,0,0,5,1,0,1,1,0,0,1,1,2,0,0,0,0,1,8,1,0,2,1,0,1,introverted
7625,ENTP,2,2,5,6,1,7,1,5,4,5,5,2,1,1,0,3,3,0,1,3,3,7,11,3,1,2,12,2,0,2,1,1,1,0,1,0,0,0,0,0,extraverted
7626,ENFP,4,2,5,9,2,4,0,1,4,3,18,2,0,3,0,2,5,4,1,8,5,4,0,1,2,1,9,0,4,1,2,0,1,0,0,1,0,2,0,1,extraverted
7627,ENFP,13,15,5,2,5,5,5,9,7,8,2,6,0,4,1,5,11,8,4,8,7,2,6,3,0,4,12,2,3,3,1,4,1,3,0,1,2,0,0,1,extraverted
7628,INFJ,17,3,26,17,7,3,6,11,1,3,0,3,0,4,7,0,7,4,11,9,5,6,11,2,0,2,17,0,1,3,5,0,1,7,0,3,2,3,0,0,introverted
7629,INFP,5,6,8,13,1,4,1,6,11,1,3,5,9,3,6,5,1,0,0,7,3,2,7,0,4,2,11,0,3,3,0,2,0,7,1,3,1,0,1,1,introverted
7630,INFP,19,8,6,12,6,2,7,6,8,8,1,5,1,3,2,6,6,4,3,7,4,4,9,2,1,4,15,2,3,2,1,2,1,2,2,5,2,6,4,2,introverted
7631,INTJ,6,1,4,17,5,1,4,8,4,0,1,1,2,11,3,3,3,0,2,2,1,1,2,2,2,0,7,1,1,1,1,0,2,4,1,1,2,2,0,0,introverted
7632,ENFP,4,4,2,6,4,3,2,7,2,3,0,1,0,2,0,0,1,2,0,1,1,2,2,2,1,2,6,1,0,0,0,0,0,2,1,0,0,1,0,4,extraverted
7633,ISTP,5,5,1,6,1,0,8,7,3,2,0,1,9,4,1,4,5,2,1,2,5,5,6,2,4,3,12,1,1,1,0,2,0,2,0,1,1,1,4,1,introverted
7634,ENTP,6,12,4,11,2,6,1,5,2,3,4,2,3,2,3,2,3,5,0,3,5,3,5,3,1,1,9,3,1,2,3,0,2,0,0,5,0,1,3,6,extraverted
7635,INFP,3,3,3,5,7,5,2,2,9,5,3,10,3,2,1,1,4,1,4,1,2,4,4,0,2,1,6,1,0,5,0,0,2,3,3,1,0,2,23,2,introverted
7636,INFP,13,11,8,5,3,3,5,13,1,3,8,8,5,7,2,3,0,3,1,8,2,3,10,2,3,3,4,2,4,4,3,4,0,4,1,2,1,5,8,2,introverted
7637,INTJ,13,6,4,16,7,4,4,7,6,6,0,3,6,2,1,2,4,7,5,6,4,9,4,1,2,1,14,2,1,0,2,1,5,3,1,1,2,0,3,5,introverted
7638,ENTP,12,9,6,7,2,2,2,9,7,5,0,1,6,1,3,1,3,2,2,7,7,4,8,1,0,3,10,2,6,7,2,0,7,1,0,1,1,0,0,0,extraverted
7639,ENFP,9,5,1,4,1,2,3,2,1,3,1,2,2,0,1,4,1,0,2,1,1,0,3,1,0,1,3,0,0,0,1,0,1,0,1,3,0,2,0,1,extraverted
7640,ESTJ,3,2,3,6,2,1,1,2,2,0,30,0,0,0,0,1,3,0,1,3,0,0,0,1,1,0,0,1,2,2,0,3,0,1,0,1,0,1,1,1,extraverted
7641,INTP,3,6,1,9,6,0,4,6,3,5,4,5,0,1,1,3,1,0,0,5,1,6,2,1,3,3,10,2,2,1,1,1,0,8,0,1,8,1,0,2,introverted
7642,ISFJ,2,3,2,14,7,7,1,5,8,6,0,5,4,4,7,3,4,3,5,2,3,4,1,2,2,2,18,1,1,2,1,1,2,1,8,1,0,1,0,1,introverted
7643,INFP,12,9,6,16,10,5,7,8,13,9,6,3,3,1,3,4,1,1,4,5,4,5,9,4,1,6,8,3,2,1,2,1,3,7,2,3,2,0,13,1,introverted
7644,ISTP,16,3,5,23,3,5,3,9,8,11,0,2,2,3,6,0,1,5,4,6,5,1,2,2,0,3,10,2,2,1,3,0,2,1,2,1,1,4,0,1,introverted
7645,INFP,18,26,5,12,5,11,5,8,3,2,0,12,19,0,8,3,14,1,0,8,2,2,14,0,3,3,9,2,1,1,1,4,1,13,0,0,3,1,15,2,introverted
7646,INTP,13,5,6,7,8,4,8,2,1,6,10,1,1,2,4,2,3,0,8,4,1,4,2,0,1,0,11,4,0,2,1,3,1,7,2,0,0,1,0,1,introverted
7647,INTP,15,9,2,14,2,5,6,14,5,10,2,4,5,1,0,2,2,3,2,10,2,2,6,7,1,5,7,5,2,1,3,5,0,5,0,2,3,0,0,2,introverted
7648,ENFP,11,6,6,15,5,10,5,11,4,10,2,2,8,4,3,3,2,3,3,3,5,2,7,5,3,2,15,1,1,0,2,1,6,8,2,2,4,1,0,1,extraverted
7649,INFP,20,6,7,16,8,10,11,9,9,14,4,9,2,4,1,3,4,4,3,7,7,6,8,3,1,3,19,3,5,3,4,1,4,6,0,5,2,2,5,2,introverted
7650,INTP,5,2,0,18,10,4,6,9,2,5,0,1,3,1,1,3,1,1,1,2,7,1,3,3,4,2,9,2,1,10,2,3,1,2,0,0,0,1,0,0,introverted
7651,ENTP,5,5,2,11,6,2,3,12,12,4,0,2,0,3,2,1,7,3,0,7,3,3,6,5,0,4,14,1,0,2,1,2,2,5,0,2,2,1,1,0,extraverted
7652,INTP,5,4,1,3,3,0,4,9,1,5,0,8,4,1,3,1,2,0,2,3,2,3,1,2,0,2,11,3,0,1,0,1,2,0,1,1,0,0,1,0,introverted
7653,ENFP,15,9,3,14,5,0,2,6,9,6,0,4,5,2,3,2,3,5,3,8,4,3,12,1,1,5,15,4,2,2,2,2,3,13,1,0,6,2,1,7,extraverted
7654,INTP,12,2,6,8,3,2,1,9,3,10,0,1,2,4,1,5,6,1,4,7,3,2,3,1,0,6,11,1,2,0,1,1,3,6,1,1,3,4,1,0,introverted
7655,ISTP,7,9,1,16,5,4,7,13,5,1,2,4,6,3,1,6,6,5,3,10,2,2,14,2,1,6,11,1,1,2,3,2,1,4,1,1,1,3,0,2,introverted
7656,ISTP,4,10,0,8,3,3,4,7,1,2,11,0,1,1,5,1,4,0,1,3,1,3,9,1,6,1,7,5,1,1,0,4,3,1,0,0,1,2,0,3,introverted
7657,ENTP,8,5,5,14,9,7,4,10,9,3,4,5,4,2,6,9,4,6,8,1,7,4,8,4,4,1,10,2,1,1,2,2,1,1,2,1,1,1,2,2,extraverted
7658,INFP,13,8,10,15,3,7,4,8,4,7,1,7,1,2,3,2,3,9,5,4,0,4,4,2,0,1,16,1,4,4,1,2,2,2,5,1,1,0,4,0,introverted
7659,ENTP,10,7,10,27,2,3,3,13,11,11,7,2,2,2,4,1,7,4,4,5,3,3,6,5,9,2,12,1,1,1,9,1,2,4,2,5,2,2,0,1,extraverted
7660,ENFP,10,8,5,7,8,4,2,8,5,4,5,2,5,1,0,4,3,14,3,4,8,3,8,3,1,2,16,4,1,1,2,1,3,4,3,0,3,0,2,2,extraverted
7661,ENTP,15,3,3,6,4,5,2,4,2,8,0,3,2,0,1,1,2,10,1,3,6,2,3,2,4,1,10,2,2,2,1,1,4,3,1,0,0,1,0,4,extraverted
7662,INFJ,8,20,8,8,8,12,2,12,3,4,0,6,6,0,5,3,8,2,1,4,0,4,6,2,1,4,13,1,0,3,1,2,1,8,1,0,6,3,1,7,introverted
7663,INFJ,5,6,3,15,5,2,6,8,8,5,5,8,1,2,2,0,0,1,0,6,4,1,5,1,2,3,5,2,2,2,2,1,1,4,4,4,0,4,2,0,introverted
7664,INFJ,14,5,8,8,9,0,9,12,6,4,3,8,1,3,4,9,6,2,5,4,5,5,5,3,3,3,14,2,2,1,0,6,2,0,2,4,0,1,0,0,introverted
7665,INTP,5,3,12,7,5,5,4,8,15,6,5,4,3,6,2,3,3,2,4,4,4,1,5,3,5,0,7,3,3,1,5,0,3,5,0,0,4,0,0,1,introverted
7666,ENTJ,12,13,6,12,4,4,3,6,4,5,3,3,2,2,1,3,3,1,7,2,2,1,3,1,2,4,7,0,1,1,3,2,1,2,1,1,2,3,0,4,extraverted
7667,INTJ,15,4,2,7,8,3,3,5,4,3,6,2,5,6,4,3,1,0,1,4,1,3,1,1,4,2,11,3,2,3,0,3,1,3,1,1,1,5,0,0,introverted
7668,INTP,11,9,11,9,8,8,8,11,9,6,0,3,3,1,3,2,1,2,2,5,9,1,5,2,5,3,14,3,3,3,1,0,7,9,3,3,0,7,0,0,introverted
7669,INFP,1,1,3,9,4,0,1,1,3,2,1,3,0,3,2,1,1,0,2,5,0,1,3,1,2,0,6,1,1,3,2,2,1,3,0,0,2,1,11,1,introverted
7670,INFP,13,16,4,12,7,5,5,6,3,6,0,5,9,2,1,4,3,2,3,5,9,2,8,2,1,1,9,1,2,1,1,3,1,3,0,2,1,2,7,1,introverted
7671,INTP,3,10,3,13,7,6,2,12,6,1,1,3,1,5,6,1,2,5,6,6,4,5,2,2,1,2,9,4,3,1,6,6,1,4,1,4,3,3,0,0,introverted
7672,ENTP,13,11,13,15,5,2,2,8,0,3,2,1,2,4,3,1,6,3,0,6,2,1,2,1,2,1,8,4,0,7,7,1,3,4,1,2,0,1,0,6,extraverted
7673,INTJ,15,18,10,10,9,7,4,6,0,3,0,3,9,2,4,3,7,4,1,5,1,2,10,2,1,3,10,3,1,0,4,4,0,8,0,0,3,1,3,2,introverted
7674,INFJ,12,5,9,21,9,9,4,14,7,5,2,8,6,3,9,3,5,6,3,6,3,2,6,2,0,2,13,2,4,1,3,0,0,3,2,5,2,1,4,5,introverted
7675,ENTP,6,4,8,8,6,0,1,18,4,5,5,1,6,3,2,3,4,4,5,1,1,3,6,4,2,2,13,0,0,0,0,3,1,2,0,5,0,2,0,1,extraverted
7676,ISFP,8,17,6,7,7,10,6,14,4,4,0,4,10,3,3,3,12,3,3,10,3,3,1,3,1,3,9,2,3,2,1,1,0,2,1,1,0,0,1,0,introverted
7677,INTJ,6,6,1,9,9,0,2,9,2,5,4,1,6,5,1,2,2,1,0,3,0,3,7,3,5,1,8,1,1,0,0,1,1,3,3,2,1,3,0,3,introverted
7678,INFP,5,9,5,9,8,9,4,13,6,4,1,3,0,3,1,3,2,9,7,5,4,0,9,5,3,4,5,5,1,1,0,0,0,4,4,5,3,3,9,1,introverted
7679,ENFP,10,7,2,19,7,6,2,9,6,10,0,3,9,2,9,5,3,5,1,6,2,1,7,2,3,6,15,7,4,1,6,4,1,2,7,1,1,4,1,1,extraverted
7680,INFJ,8,4,8,12,9,3,3,9,3,6,2,2,0,3,2,4,0,7,8,5,5,1,8,2,1,1,7,2,2,5,3,3,1,1,0,3,0,2,3,0,introverted
7681,INFP,15,9,14,15,5,9,1,17,5,2,6,11,4,2,3,3,2,2,0,5,3,2,2,2,2,3,7,2,5,10,2,0,8,2,2,0,1,2,1,0,introverted
7682,INFJ,6,4,12,18,2,6,6,13,12,8,6,2,0,3,2,0,2,1,1,3,5,5,3,4,6,4,20,5,1,4,3,3,2,8,1,0,2,0,0,1,introverted
7683,INTP,13,5,6,9,5,2,3,2,5,1,3,4,5,1,1,2,1,1,3,4,1,1,5,0,2,5,14,1,2,0,0,2,2,9,4,3,2,1,2,0,introverted
7684,ISTJ,12,19,4,10,4,5,2,1,1,6,1,5,8,7,0,6,7,2,1,10,0,0,41,0,5,5,8,3,4,0,1,12,1,20,0,0,11,2,1,5,introverted
7685,INTP,10,15,12,12,8,8,12,13,9,8,0,6,3,3,2,7,4,1,3,7,4,4,8,5,2,2,8,2,4,12,1,1,1,5,2,4,4,3,1,2,introverted
7686,INTJ,10,7,4,19,4,4,11,12,8,11,0,1,1,7,3,3,9,4,0,2,9,3,6,5,1,2,18,4,0,0,2,1,5,4,3,7,1,4,0,2,introverted
7687,ENTJ,9,5,3,10,4,0,2,5,1,9,1,5,2,4,2,2,9,1,0,9,4,4,13,0,2,0,10,6,3,2,0,0,1,2,0,0,1,0,0,0,extraverted
7688,INFJ,13,14,7,15,7,7,1,10,13,14,0,8,1,3,1,3,1,5,2,9,3,5,6,1,4,1,12,2,4,3,4,1,2,5,1,3,0,1,2,3,introverted
7689,INTJ,15,11,2,14,9,6,7,15,12,5,0,9,1,4,5,11,6,1,1,10,4,3,7,2,0,5,13,3,0,2,2,4,1,6,2,2,1,2,0,2,introverted
7690,INFP,18,10,6,27,10,12,4,7,11,8,0,9,2,0,2,6,6,9,4,14,5,7,10,1,7,4,13,6,9,3,6,3,1,4,2,3,2,2,3,2,introverted
7691,ESTP,7,3,0,16,1,8,3,9,3,3,3,2,1,5,0,2,2,1,1,5,5,0,2,2,0,0,8,2,2,4,2,1,2,2,1,1,1,3,0,2,extraverted
7692,INTP,5,12,8,9,4,1,5,2,1,3,3,1,5,3,0,1,5,0,3,5,3,1,2,0,3,1,4,3,2,2,1,1,3,1,0,1,0,3,0,3,introverted
7693,ENFP,15,3,4,11,5,1,8,9,4,4,0,3,2,1,2,0,7,6,7,6,4,0,3,0,2,0,18,0,1,0,2,1,1,7,0,2,0,0,5,0,extraverted
7694,INFJ,13,10,1,19,3,4,1,10,5,7,3,9,15,2,3,2,6,2,16,4,4,2,8,3,1,3,13,1,2,2,3,1,2,1,0,1,1,0,3,4,introverted
7695,INFJ,3,5,3,6,7,1,1,2,7,4,0,1,0,2,3,4,0,4,2,3,4,2,1,1,3,3,13,0,1,0,0,0,0,1,1,2,1,2,2,0,introverted
7696,ISTJ,6,5,7,16,4,6,4,8,2,5,0,5,0,4,3,15,4,0,3,3,0,6,5,2,0,2,20,3,1,2,4,5,1,7,2,3,2,0,1,2,introverted
7697,INTP,6,11,6,7,5,0,2,3,0,2,0,0,5,1,1,2,2,0,0,4,0,4,3,3,2,3,7,0,0,2,0,3,0,4,0,0,2,1,0,0,introverted
7698,INTP,11,5,1,13,6,10,2,17,2,9,5,6,4,1,2,8,0,8,8,4,3,3,4,7,0,6,12,1,2,4,0,3,2,5,2,2,2,0,2,4,introverted
7699,ENTP,2,4,10,15,4,4,1,10,3,6,0,2,0,1,1,4,2,0,1,4,2,2,5,2,0,1,12,1,1,4,2,1,3,2,1,4,2,1,0,1,extraverted
7700,ISFJ,13,6,10,11,6,5,6,10,4,7,3,8,7,3,1,3,2,4,3,8,5,2,8,1,2,2,8,3,0,2,5,0,1,6,1,0,1,2,3,0,introverted
7701,ENTJ,10,7,11,12,3,3,5,5,17,5,2,5,1,5,8,2,3,5,1,1,3,4,3,1,1,2,10,2,1,1,3,2,5,1,2,2,1,2,1,1,extraverted
7702,INFP,9,7,4,10,8,10,2,15,6,2,3,4,0,5,1,4,2,9,7,5,6,11,6,4,3,8,17,3,1,4,1,3,1,1,2,2,0,2,1,4,introverted
